0,1,2,3
-0.5187522768974304,-0.5808690786361694,-0.5809309482574463,-0.5186618566513062
-0.5173462629318237,-0.5722324252128601,-0.5508325695991516,-0.4514853060245514
-0.5194814801216125,-0.5812005400657654,-0.5811793804168701,-0.519309401512146
-0.5095170736312866,-0.5424663424491882,-0.4777663052082062,-0.1389245241880417
-0.5194692611694336,-0.5812922716140747,-0.5812795758247375,-0.5192807912826538
-0.5175143480300903,-0.5779326558113098,-0.5794683694839478,-0.5161927342414856
-0.5193096995353699,-0.5807990431785583,-0.5810225009918213,-0.519528865814209
-0.5195295214653015,-0.5810854434967041,-0.5810577869415283,-0.5195876359939575
-0.51923006772995,-0.5809584856033325,-0.5809916257858276,-0.5187093615531921
-0.42526912689208984,-0.568759024143219,-0.5798223614692688,-0.5184580087661743
-0.5194618701934814,-0.5812209844589233,-0.5812041759490967,-0.5190122127532959
-0.5165985822677612,-0.5794819593429565,-0.5786322355270386,-0.5148563981056213
-0.5161235332489014,-0.5764905214309692,-0.5794062614440918,-0.51911461353302
-0.5195234417915344,-0.5811405777931213,-0.5812048316001892,-0.5193035006523132
-0.514208197593689,-0.5792485475540161,-0.5735132694244385,-0.468793660402298
-0.5177428126335144,-0.5803056955337524,-0.580260694026947,-0.5169664621353149
-0.5194078683853149,-0.5812808871269226,-0.5812850594520569,-0.5195850133895874
-0.5189885497093201,-0.580864429473877,-0.580955982208252,-0.5188208818435669
-0.5146809816360474,-0.564906656742096,-0.5147804617881775,-0.21660543978214264
-0.5192884802818298,-0.5811247825622559,-0.5810976624488831,-0.5190507769584656
-0.5192492008209229,-0.5810632705688477,-0.5811382532119751,-0.51901775598526
-0.5195884108543396,-0.5812468528747559,-0.5812230110168457,-0.5187596082687378
-0.519411563873291,-0.5812573432922363,-0.5812138319015503,-0.5194514393806458
-0.5194936394691467,-0.5812481045722961,-0.5812747478485107,-0.5195420980453491
-0.5151678919792175,-0.5779273509979248,-0.5806565284729004,-0.5194637775421143
-0.5184749364852905,-0.5803890824317932,-0.5793699026107788,-0.5090988278388977
-0.4040294885635376,-0.18377184867858887,-0.021004781126976013,-0.04792553931474686
-0.21071918308734894,-0.4835723340511322,-0.5673204064369202,-0.5155280828475952
-0.5196029543876648,-0.58127361536026,-0.5812600255012512,-0.5197117328643799
-0.5174932479858398,-0.5810185670852661,-0.5810790657997131,-0.5185753107070923
-0.5193457007408142,-0.5811588168144226,-0.5809877514839172,-0.5174166560173035
-0.5112781524658203,-0.5784944295883179,-0.5770033597946167,-0.5186811089515686
-0.5194474458694458,-0.5811151266098022,-0.5811606645584106,-0.5193890333175659
-0.518018901348114,-0.5808932781219482,-0.5807153582572937,-0.5179051160812378
-0.5192680954933167,-0.5812155604362488,-0.5812150239944458,-0.5191627740859985
-0.5193489193916321,-0.5803576111793518,-0.57296222448349,-0.49640953540802
-0.5195810198783875,-0.5811015963554382,-0.581049382686615,-0.5191097259521484
-0.5195983648300171,-0.5812989473342896,-0.5812706351280212,-0.5195401310920715
-0.47118285298347473,-0.35826781392097473,-0.007765299174934626,-0.015770450234413147
-0.5195900797843933,-0.5812625885009766,-0.581184446811676,-0.5192739963531494
-0.519175112247467,-0.5809574127197266,-0.5798401236534119,-0.5075809955596924
-0.5195119976997375,-0.5811524391174316,-0.5810755491256714,-0.5182148814201355
-0.506797194480896,-0.5299010276794434,-0.4323047399520874,-0.13693882524967194
-0.5070219039916992,-0.5689361095428467,-0.5798336267471313,-0.5188218355178833
-0.4443550705909729,-0.2701290547847748,-0.05267816781997681,-0.07449520379304886
-0.5189961791038513,-0.5809825658798218,-0.581171989440918,-0.5189969539642334
-0.5192490816116333,-0.5810023546218872,-0.5811237692832947,-0.5189070701599121
-0.5108964443206787,-0.5792050957679749,-0.5791769027709961,-0.5108787417411804
-0.5084863305091858,-0.5789428353309631,-0.580727219581604,-0.5181910395622253
-0.5191875696182251,-0.5810582637786865,-0.58111172914505,-0.5192026495933533
-0.5193498134613037,-0.581179141998291,-0.5811978578567505,-0.5193086862564087
-0.4949030578136444,-0.5681444406509399,-0.520782470703125,-0.20719046890735626
-0.49699217081069946,-0.5690953135490417,-0.579511284828186,-0.5188618898391724
-0.5188815593719482,-0.5800695419311523,-0.5765501260757446,-0.4933225214481354
-0.5192628502845764,-0.5810048580169678,-0.5810281038284302,-0.5189113020896912
-0.16101214289665222,-0.3444809019565582,-0.553240180015564,-0.514182984828949
-0.5169270038604736,-0.5742362141609192,-0.5794833302497864,-0.5189846158027649
-0.5107828378677368,-0.567730188369751,-0.5627356767654419,-0.49539807438850403
-0.5116803050041199,-0.5722152590751648,-0.577740490436554,-0.5186465978622437
-0.5191220045089722,-0.5792310833930969,-0.5723939538002014,-0.49312201142311096
-0.5007200837135315,-0.5789846181869507,-0.5808776617050171,-0.5194382071495056
-0.4685002863407135,-0.5332462191581726,-0.552104115486145,-0.5069756507873535
-0.5175018310546875,-0.5810151696205139,-0.5810585618019104,-0.5188942551612854
-0.5097340941429138,-0.572859525680542,-0.576408326625824,-0.5192642211914062
-0.5147987008094788,-0.5794335007667542,-0.5801456570625305,-0.5151639580726624
-0.5191735029220581,-0.5789662003517151,-0.5806898474693298,-0.5192382335662842
-0.2880641520023346,-0.4997847378253937,-0.5572893023490906,-0.5037041306495667
-0.5194284915924072,-0.5812070965766907,-0.5811628103256226,-0.519128680229187
-0.5164673328399658,-0.580764889717102,-0.5806477665901184,-0.5178765654563904
-0.5161492824554443,-0.5808684825897217,-0.5811922550201416,-0.5193958878517151
-0.5191006660461426,-0.580272912979126,-0.5764577984809875,-0.5110295414924622
-0.5193573832511902,-0.5812209844589233,-0.5811991095542908,-0.519402027130127
-0.5165959596633911,-0.5806994438171387,-0.580580472946167,-0.5181732177734375
-0.5041193962097168,-0.5779615640640259,-0.5727850794792175,-0.48031917214393616
-0.519329309463501,-0.5811699628829956,-0.5812039375305176,-0.5192120671272278
-0.5193399786949158,-0.5809852480888367,-0.5811319351196289,-0.5192468166351318
-0.5147568583488464,-0.5607022643089294,-0.47121599316596985,-0.15940561890602112
-0.5195831060409546,-0.5812925696372986,-0.5811613202095032,-0.5189616680145264
-0.5195278525352478,-0.5811924934387207,-0.5811489820480347,-0.5192092657089233
-0.519426167011261,-0.5812668204307556,-0.5812147855758667,-0.5191903114318848
-0.519249677658081,-0.5809311270713806,-0.5809047222137451,-0.5192822217941284
-0.5170096755027771,-0.5771402716636658,-0.5803727507591248,-0.5189809203147888
-0.5195067524909973,-0.5812615156173706,-0.5812181234359741,-0.5193673372268677
-0.5194054841995239,-0.581147313117981,-0.5812793374061584,-0.5196824073791504
-0.5179732441902161,-0.5788370370864868,-0.5793062448501587,-0.5142419338226318
-0.5196174383163452,-0.5812649130821228,-0.581300675868988,-0.5197378993034363
-0.5146344900131226,-0.5775891542434692,-0.5774779319763184,-0.5118569135665894
